fact_score_id,company_id,tahun_evaluasi,skor_environmental,skor_social,skor_governance,total_skor_esg,peringkat_esg
FSC-2343,COMP-2353,2022,50,77,81,69.33,BBB
FSC-2344,COMP-0339,2025,95,55,94,81.33,AA
FSC-2345,COMP-0529,2024,85,87,75,82.33,AA
FSC-2346,COMP-2102,2026,60,80,83,74.33,A
FSC-2347,COMP-1136,2025,67,69,94,76.67,A
FSC-2348,COMP-1952,2022,65,76,87,76.0,A
FSC-2349,COMP-0419,2023,66,79,88,77.67,A
FSC-2350,COMP-2353,2025,73,55,80,69.33,BBB
FSC-2351,COMP-1680,2022,83,80,84,82.33,AA
FSC-2352,COMP-0085,2022,53,75,98,75.33,A
FSC-2353,COMP-2300,2025,84,95,90,89.67,AA
FSC-2354,COMP-1752,2024,64,78,74,72.0,A
FSC-2355,COMP-0126,2025,51,93,94,79.33,A
FSC-2356,COMP-2028,2026,80,70,97,82.33,AA
FSC-2357,COMP-1429,2022,58,86,81,75.0,A
FSC-2358,COMP-2352,2022,59,70,64,64.33,BBB
FSC-2359,COMP-1290,2023,74,67,72,71.0,A
FSC-2360,COMP-0644,2022,54,96,91,80.33,AA
FSC-2361,COMP-2255,2023,63,86,62,70.33,A
FSC-2362,COMP-0574,2022,91,95,74,86.67,AA
FSC-2363,COMP-2022,2022,97,98,86,93.67,AAA
FSC-2364,COMP-1668,2025,87,78,86,83.67,AA
FSC-2365,COMP-2249,2025,89,67,89,81.67,AA
FSC-2366,COMP-1308,2026,51,65,65,60.33,BBB
FSC-2367,COMP-0137,2024,67,69,84,73.33,A
FSC-2368,COMP-0130,2026,78,64,87,76.33,A
FSC-2369,COMP-1219,2022,69,96,81,82.0,AA
FSC-2370,COMP-1018,2026,57,95,63,71.67,A
FSC-2371,COMP-0432,2025,86,57,74,72.33,A
FSC-2372,COMP-2383,2022,98,70,85,84.33,AA
FSC-2373,COMP-0909,2022,97,98,77,90.67,AAA
FSC-2374,COMP-2014,2026,75,71,68,71.33,A
FSC-2375,COMP-0209,2023,86,79,63,76.0,A
FSC-2376,COMP-1985,2024,98,84,64,82.0,AA
FSC-2377,COMP-0058,2026,53,89,65,69.0,BBB
FSC-2378,COMP-2008,2026,82,91,71,81.33,AA
FSC-2379,COMP-1369,2024,71,67,90,76.0,A
FSC-2380,COMP-1038,2022,55,78,68,67.0,BBB
FSC-2381,COMP-1383,2022,82,92,66,80.0,AA
FSC-2382,COMP-0377,2023,77,80,88,81.67,AA
FSC-2383,COMP-2291,2026,73,63,73,69.67,BBB
FSC-2384,COMP-0993,2024,53,73,79,68.33,BBB
FSC-2385,COMP-0415,2026,51,82,91,74.67,A
FSC-2386,COMP-0394,2025,62,61,81,68.0,BBB
FSC-2387,COMP-0729,2026,95,99,95,96.33,AAA
FSC-2388,COMP-0358,2026,98,76,77,83.67,AA
FSC-2389,COMP-1600,2025,60,84,99,81.0,AA
FSC-2390,COMP-1182,2025,84,91,84,86.33,AA
FSC-2391,COMP-2066,2024,88,70,90,82.67,AA
FSC-2392,COMP-1592,2022,59,90,94,81.0,AA
FSC-2393,COMP-0155,2023,92,59,85,78.67,A
FSC-2394,COMP-1591,2025,59,83,63,68.33,BBB
FSC-2395,COMP-1555,2022,57,77,79,71.0,A
FSC-2396,COMP-0487,2024,54,60,93,69.0,BBB
FSC-2397,COMP-2199,2026,72,90,71,77.67,A
FSC-2398,COMP-1383,2024,83,87,75,81.67,AA
FSC-2399,COMP-2416,2024,96,95,64,85.0,AA
FSC-2400,COMP-1071,2025,81,70,94,81.67,AA
FSC-2401,COMP-2255,2023,65,88,86,79.67,A
FSC-2402,COMP-2498,2025,53,97,60,70.0,A
FSC-2403,COMP-1507,2026,77,80,93,83.33,AA
FSC-2404,COMP-1876,2025,97,91,91,93.0,AAA
FSC-2405,COMP-0924,2026,93,67,98,86.0,AA
FSC-2406,COMP-2191,2025,63,71,92,75.33,A
FSC-2407,COMP-1071,2023,61,86,90,79.0,A
FSC-2408,COMP-0191,2022,70,86,72,76.0,A
FSC-2409,COMP-0140,2023,97,82,61,80.0,AA
FSC-2410,COMP-0615,2025,65,83,89,79.0,A
FSC-2411,COMP-1515,2024,93,79,69,80.33,AA
FSC-2412,COMP-0624,2022,51,76,82,69.67,BBB
FSC-2413,COMP-1340,2024,72,81,92,81.67,AA
FSC-2414,COMP-1346,2023,78,98,98,91.33,AAA
FSC-2415,COMP-0087,2022,95,92,88,91.67,AAA
FSC-2416,COMP-1918,2025,92,74,89,85.0,AA
FSC-2417,COMP-0282,2024,58,99,93,83.33,AA
FSC-2418,COMP-1098,2025,56,78,98,77.33,A
FSC-2419,COMP-0453,2026,78,62,76,72.0,A
FSC-2420,COMP-0047,2022,93,68,81,80.67,AA
FSC-2421,COMP-1612,2024,66,93,64,74.33,A
FSC-2422,COMP-2079,2023,58,68,70,65.33,BBB
FSC-2423,COMP-2065,2023,55,59,81,65.0,BBB
FSC-2424,COMP-1684,2023,93,75,91,86.33,AA
FSC-2425,COMP-1259,2023,69,69,83,73.67,A
FSC-2426,COMP-0392,2024,59,90,70,73.0,A
FSC-2427,COMP-0354,2026,58,87,70,71.67,A
FSC-2428,COMP-0305,2023,61,71,76,69.33,BBB
FSC-2429,COMP-1623,2023,82,74,91,82.33,AA
FSC-2430,COMP-1574,2023,81,55,78,71.33,A
FSC-2431,COMP-1564,2026,83,70,86,79.67,A
FSC-2432,COMP-1613,2022,68,99,91,86.0,AA
FSC-2433,COMP-1949,2023,82,72,84,79.33,A
FSC-2434,COMP-0712,2023,97,64,87,82.67,AA
FSC-2435,COMP-1419,2023,65,77,99,80.33,AA
FSC-2436,COMP-0786,2022,99,72,86,85.67,AA
FSC-2437,COMP-0857,2023,99,63,73,78.33,A
FSC-2438,COMP-0177,2022,72,84,98,84.67,AA
FSC-2439,COMP-1430,2022,75,67,61,67.67,BBB
FSC-2440,COMP-2349,2025,94,85,76,85.0,AA
FSC-2441,COMP-2493,2025,93,97,60,83.33,AA
FSC-2442,COMP-2069,2023,90,67,91,82.67,AA
FSC-2443,COMP-0711,2024,86,86,78,83.33,AA
FSC-2444,COMP-1868,2025,58,71,73,67.33,BBB
FSC-2445,COMP-0152,2025,79,57,90,75.33,A
FSC-2446,COMP-1467,2024,62,55,77,64.67,BBB
FSC-2447,COMP-0096,2026,97,59,73,76.33,A
FSC-2448,COMP-1099,2023,91,86,73,83.33,AA
FSC-2449,COMP-0640,2026,65,79,83,75.67,A
FSC-2450,COMP-1157,2026,95,99,64,86.0,AA
FSC-2451,COMP-2448,2022,51,59,75,61.67,BBB
FSC-2452,COMP-2294,2022,80,91,64,78.33,A
FSC-2453,COMP-0112,2023,92,77,72,80.33,AA
FSC-2454,COMP-1194,2024,68,66,75,69.67,BBB
FSC-2455,COMP-1623,2022,60,88,74,74.0,A
FSC-2456,COMP-1634,2025,63,77,90,76.67,A
FSC-2457,COMP-1162,2023,96,70,64,76.67,A
FSC-2458,COMP-1618,2026,74,59,80,71.0,A
FSC-2459,COMP-1260,2023,56,98,89,81.0,AA
FSC-2460,COMP-1672,2022,64,82,82,76.0,A
FSC-2461,COMP-1595,2024,79,60,97,78.67,A
FSC-2462,COMP-2164,2026,80,67,88,78.33,A
FSC-2463,COMP-1496,2024,73,97,72,80.67,AA
FSC-2464,COMP-1225,2023,74,84,91,83.0,AA
FSC-2465,COMP-0292,2024,57,80,86,74.33,A
FSC-2466,COMP-2390,2024,79,71,93,81.0,AA
FSC-2467,COMP-1015,2023,85,63,92,80.0,AA
FSC-2468,COMP-1634,2026,99,70,63,77.33,A
FSC-2469,COMP-1240,2024,63,72,77,70.67,A
FSC-2470,COMP-1660,2024,78,67,65,70.0,A
FSC-2471,COMP-0585,2023,76,83,87,82.0,AA
FSC-2472,COMP-1914,2025,99,97,86,94.0,AAA
FSC-2473,COMP-2027,2024,85,99,85,89.67,AA
FSC-2474,COMP-1493,2022,83,78,79,80.0,AA
FSC-2475,COMP-0027,2026,70,99,72,80.33,AA
FSC-2476,COMP-1701,2024,87,98,87,90.67,AAA
FSC-2477,COMP-0455,2023,60,67,93,73.33,A
FSC-2478,COMP-0918,2022,82,79,82,81.0,AA
FSC-2479,COMP-0014,2023,64,95,69,76.0,A
FSC-2480,COMP-2146,2024,61,55,89,68.33,BBB
FSC-2481,COMP-0279,2022,73,63,81,72.33,A
FSC-2482,COMP-1964,2026,99,58,64,73.67,A
FSC-2483,COMP-0490,2026,86,82,68,78.67,A
FSC-2484,COMP-0985,2026,60,66,63,63.0,BBB
FSC-2485,COMP-0961,2025,68,78,60,68.67,BBB
FSC-2486,COMP-1783,2023,50,63,93,68.67,BBB
FSC-2487,COMP-2255,2024,66,89,85,80.0,AA
FSC-2488,COMP-1888,2022,89,92,77,86.0,AA
FSC-2489,COMP-1870,2023,65,89,75,76.33,A
FSC-2490,COMP-1597,2024,75,87,82,81.33,AA
FSC-2491,COMP-1263,2025,92,89,95,92.0,AAA
FSC-2492,COMP-0250,2024,92,74,85,83.67,AA
FSC-2493,COMP-1607,2023,64,56,61,60.33,BBB
FSC-2494,COMP-0740,2024,57,98,64,73.0,A
FSC-2495,COMP-0306,2022,79,80,88,82.33,AA
FSC-2496,COMP-1807,2025,63,96,63,74.0,A
FSC-2497,COMP-1937,2022,82,67,94,81.0,AA
FSC-2498,COMP-1826,2025,91,84,81,85.33,AA
FSC-2499,COMP-0183,2025,56,86,67,69.67,BBB
FSC-2500,COMP-0030,2024,67,90,80,79.0,A
