metric_id,pilar,nama_metrik,satuan,target_kepatuhan_persen
METRIC-0869,Governance,Independensi Dewan Komisaris (Sub-869),Skor Indeks / Persentase / Sertifikasi,82.43
METRIC-0870,Social,Rasio Kesetaraan Gender (Sub-870),Persentase / Jam / Tingkat Kasus,75.84
METRIC-0871,Governance,Rasio Gaji Eksekutif (Sub-871),Skor Indeks / Persentase / Sertifikasi,75.53
METRIC-0872,Social,Turnover Karyawan (Sub-872),Persentase / Jam / Tingkat Kasus,78.63
METRIC-0873,Social,Turnover Karyawan (Sub-873),Persentase / Jam / Tingkat Kasus,77.45
METRIC-0874,Governance,Transparansi Pajak (Sub-874),Skor Indeks / Persentase / Sertifikasi,90.54
METRIC-0875,Governance,Transparansi Pajak (Sub-875),Skor Indeks / Persentase / Sertifikasi,75.6
METRIC-0876,Environmental,Emisi GRK Scope 1 (Sub-876),Ton CO2e / M3 / MWh,86.29
METRIC-0877,Social,Turnover Karyawan (Sub-877),Persentase / Jam / Tingkat Kasus,99.59
METRIC-0878,Governance,Audit Keamanan Siber (Sub-878),Skor Indeks / Persentase / Sertifikasi,82.97
METRIC-0879,Environmental,Konsumsi Air Bersih (Sub-879),Ton CO2e / M3 / MWh,89.26
METRIC-0880,Governance,Sertifikasi Anti-Korupsi (Sub-880),Skor Indeks / Persentase / Sertifikasi,99.08
METRIC-0881,Governance,Independensi Dewan Komisaris (Sub-881),Skor Indeks / Persentase / Sertifikasi,74.13
METRIC-0882,Governance,Audit Keamanan Siber (Sub-882),Skor Indeks / Persentase / Sertifikasi,82.56
METRIC-0883,Social,Hubungan Komunitas Lokal (Sub-883),Persentase / Jam / Tingkat Kasus,95.51
METRIC-0884,Governance,Rasio Gaji Eksekutif (Sub-884),Skor Indeks / Persentase / Sertifikasi,97.97
METRIC-0885,Environmental,Efisiensi Energi (Sub-885),Ton CO2e / M3 / MWh,88.04
METRIC-0886,Governance,Transparansi Pajak (Sub-886),Skor Indeks / Persentase / Sertifikasi,74.3
METRIC-0887,Governance,Transparansi Pajak (Sub-887),Skor Indeks / Persentase / Sertifikasi,97.04
METRIC-0888,Environmental,Konsumsi Air Bersih (Sub-888),Ton CO2e / M3 / MWh,75.23
METRIC-0889,Environmental,Pengelolaan Limbah B3 (Sub-889),Ton CO2e / M3 / MWh,80.59
METRIC-0890,Social,Tingkat Kecelakaan Kerja (Sub-890),Persentase / Jam / Tingkat Kasus,81.27
METRIC-0891,Social,Hubungan Komunitas Lokal (Sub-891),Persentase / Jam / Tingkat Kasus,83.42
METRIC-0892,Social,Pelatihan Karyawan (Jam) (Sub-892),Persentase / Jam / Tingkat Kasus,93.7
METRIC-0893,Social,Rasio Kesetaraan Gender (Sub-893),Persentase / Jam / Tingkat Kasus,94.06
METRIC-0894,Environmental,Intensitas Karbon (Sub-894),Ton CO2e / M3 / MWh,91.59
METRIC-0895,Governance,Sertifikasi Anti-Korupsi (Sub-895),Skor Indeks / Persentase / Sertifikasi,70.66
METRIC-0896,Governance,Rasio Gaji Eksekutif (Sub-896),Skor Indeks / Persentase / Sertifikasi,86.95
METRIC-0897,Governance,Sertifikasi Anti-Korupsi (Sub-897),Skor Indeks / Persentase / Sertifikasi,92.42
METRIC-0898,Social,Turnover Karyawan (Sub-898),Persentase / Jam / Tingkat Kasus,83.34
METRIC-0899,Environmental,Emisi GRK Scope 1 (Sub-899),Ton CO2e / M3 / MWh,98.35
METRIC-0900,Environmental,Intensitas Karbon (Sub-900),Ton CO2e / M3 / MWh,94.71
METRIC-0901,Environmental,Pengelolaan Limbah B3 (Sub-901),Ton CO2e / M3 / MWh,89.14
METRIC-0902,Governance,Audit Keamanan Siber (Sub-902),Skor Indeks / Persentase / Sertifikasi,71.87
METRIC-0903,Social,Pelatihan Karyawan (Jam) (Sub-903),Persentase / Jam / Tingkat Kasus,89.57
METRIC-0904,Environmental,Konsumsi Air Bersih (Sub-904),Ton CO2e / M3 / MWh,97.35
METRIC-0905,Social,Pelatihan Karyawan (Jam) (Sub-905),Persentase / Jam / Tingkat Kasus,81.38
METRIC-0906,Environmental,Pengelolaan Limbah B3 (Sub-906),Ton CO2e / M3 / MWh,95.14
METRIC-0907,Social,Rasio Kesetaraan Gender (Sub-907),Persentase / Jam / Tingkat Kasus,79.39
METRIC-0908,Environmental,Intensitas Karbon (Sub-908),Ton CO2e / M3 / MWh,87.1
METRIC-0909,Social,Rasio Kesetaraan Gender (Sub-909),Persentase / Jam / Tingkat Kasus,89.45
METRIC-0910,Environmental,Pengelolaan Limbah B3 (Sub-910),Ton CO2e / M3 / MWh,90.34
METRIC-0911,Environmental,Intensitas Karbon (Sub-911),Ton CO2e / M3 / MWh,96.48
METRIC-0912,Social,Pelatihan Karyawan (Jam) (Sub-912),Persentase / Jam / Tingkat Kasus,77.04
METRIC-0913,Social,Pelatihan Karyawan (Jam) (Sub-913),Persentase / Jam / Tingkat Kasus,77.87
METRIC-0914,Governance,Rasio Gaji Eksekutif (Sub-914),Skor Indeks / Persentase / Sertifikasi,91.12
METRIC-0915,Social,Turnover Karyawan (Sub-915),Persentase / Jam / Tingkat Kasus,75.32
METRIC-0916,Environmental,Efisiensi Energi (Sub-916),Ton CO2e / M3 / MWh,83.93
METRIC-0917,Environmental,Pengelolaan Limbah B3 (Sub-917),Ton CO2e / M3 / MWh,70.6
METRIC-0918,Social,Hubungan Komunitas Lokal (Sub-918),Persentase / Jam / Tingkat Kasus,74.23
METRIC-0919,Governance,Independensi Dewan Komisaris (Sub-919),Skor Indeks / Persentase / Sertifikasi,90.37
METRIC-0920,Social,Pelatihan Karyawan (Jam) (Sub-920),Persentase / Jam / Tingkat Kasus,92.42
METRIC-0921,Environmental,Intensitas Karbon (Sub-921),Ton CO2e / M3 / MWh,73.46
METRIC-0922,Environmental,Efisiensi Energi (Sub-922),Ton CO2e / M3 / MWh,76.83
METRIC-0923,Governance,Sertifikasi Anti-Korupsi (Sub-923),Skor Indeks / Persentase / Sertifikasi,72.97
METRIC-0924,Social,Pelatihan Karyawan (Jam) (Sub-924),Persentase / Jam / Tingkat Kasus,83.0
METRIC-0925,Environmental,Pengelolaan Limbah B3 (Sub-925),Ton CO2e / M3 / MWh,73.78
METRIC-0926,Environmental,Konsumsi Air Bersih (Sub-926),Ton CO2e / M3 / MWh,83.12
METRIC-0927,Environmental,Konsumsi Air Bersih (Sub-927),Ton CO2e / M3 / MWh,91.96
METRIC-0928,Social,Rasio Kesetaraan Gender (Sub-928),Persentase / Jam / Tingkat Kasus,90.5
METRIC-0929,Social,Pelatihan Karyawan (Jam) (Sub-929),Persentase / Jam / Tingkat Kasus,78.41
METRIC-0930,Governance,Transparansi Pajak (Sub-930),Skor Indeks / Persentase / Sertifikasi,90.21
METRIC-0931,Environmental,Emisi GRK Scope 1 (Sub-931),Ton CO2e / M3 / MWh,97.83
METRIC-0932,Environmental,Pengelolaan Limbah B3 (Sub-932),Ton CO2e / M3 / MWh,80.43
METRIC-0933,Governance,Sertifikasi Anti-Korupsi (Sub-933),Skor Indeks / Persentase / Sertifikasi,79.87
METRIC-0934,Environmental,Intensitas Karbon (Sub-934),Ton CO2e / M3 / MWh,87.14
METRIC-0935,Governance,Rasio Gaji Eksekutif (Sub-935),Skor Indeks / Persentase / Sertifikasi,77.37
METRIC-0936,Governance,Independensi Dewan Komisaris (Sub-936),Skor Indeks / Persentase / Sertifikasi,89.55
METRIC-0937,Environmental,Pengelolaan Limbah B3 (Sub-937),Ton CO2e / M3 / MWh,94.97
METRIC-0938,Social,Turnover Karyawan (Sub-938),Persentase / Jam / Tingkat Kasus,83.78
METRIC-0939,Social,Hubungan Komunitas Lokal (Sub-939),Persentase / Jam / Tingkat Kasus,90.39
METRIC-0940,Social,Rasio Kesetaraan Gender (Sub-940),Persentase / Jam / Tingkat Kasus,89.56
METRIC-0941,Social,Turnover Karyawan (Sub-941),Persentase / Jam / Tingkat Kasus,71.16
METRIC-0942,Environmental,Intensitas Karbon (Sub-942),Ton CO2e / M3 / MWh,75.5
METRIC-0943,Governance,Rasio Gaji Eksekutif (Sub-943),Skor Indeks / Persentase / Sertifikasi,96.81
METRIC-0944,Governance,Audit Keamanan Siber (Sub-944),Skor Indeks / Persentase / Sertifikasi,98.17
METRIC-0945,Environmental,Pengelolaan Limbah B3 (Sub-945),Ton CO2e / M3 / MWh,93.41
METRIC-0946,Social,Pelatihan Karyawan (Jam) (Sub-946),Persentase / Jam / Tingkat Kasus,97.64
METRIC-0947,Governance,Audit Keamanan Siber (Sub-947),Skor Indeks / Persentase / Sertifikasi,79.18
METRIC-0948,Environmental,Pengelolaan Limbah B3 (Sub-948),Ton CO2e / M3 / MWh,77.43
METRIC-0949,Environmental,Efisiensi Energi (Sub-949),Ton CO2e / M3 / MWh,81.53
METRIC-0950,Social,Turnover Karyawan (Sub-950),Persentase / Jam / Tingkat Kasus,71.66
METRIC-0951,Environmental,Efisiensi Energi (Sub-951),Ton CO2e / M3 / MWh,94.3
METRIC-0952,Governance,Audit Keamanan Siber (Sub-952),Skor Indeks / Persentase / Sertifikasi,99.53
METRIC-0953,Governance,Independensi Dewan Komisaris (Sub-953),Skor Indeks / Persentase / Sertifikasi,94.72
METRIC-0954,Environmental,Emisi GRK Scope 1 (Sub-954),Ton CO2e / M3 / MWh,86.65
METRIC-0955,Governance,Rasio Gaji Eksekutif (Sub-955),Skor Indeks / Persentase / Sertifikasi,78.86
METRIC-0956,Environmental,Konsumsi Air Bersih (Sub-956),Ton CO2e / M3 / MWh,75.93
METRIC-0957,Governance,Independensi Dewan Komisaris (Sub-957),Skor Indeks / Persentase / Sertifikasi,80.92
METRIC-0958,Social,Tingkat Kecelakaan Kerja (Sub-958),Persentase / Jam / Tingkat Kasus,90.01
METRIC-0959,Governance,Sertifikasi Anti-Korupsi (Sub-959),Skor Indeks / Persentase / Sertifikasi,83.41
METRIC-0960,Social,Pelatihan Karyawan (Jam) (Sub-960),Persentase / Jam / Tingkat Kasus,98.02
METRIC-0961,Social,Tingkat Kecelakaan Kerja (Sub-961),Persentase / Jam / Tingkat Kasus,95.63
METRIC-0962,Environmental,Pengelolaan Limbah B3 (Sub-962),Ton CO2e / M3 / MWh,73.07
METRIC-0963,Social,Turnover Karyawan (Sub-963),Persentase / Jam / Tingkat Kasus,73.95
METRIC-0964,Governance,Transparansi Pajak (Sub-964),Skor Indeks / Persentase / Sertifikasi,90.29
METRIC-0965,Governance,Transparansi Pajak (Sub-965),Skor Indeks / Persentase / Sertifikasi,76.92
METRIC-0966,Social,Tingkat Kecelakaan Kerja (Sub-966),Persentase / Jam / Tingkat Kasus,93.73
METRIC-0967,Environmental,Konsumsi Air Bersih (Sub-967),Ton CO2e / M3 / MWh,87.74
METRIC-0968,Social,Tingkat Kecelakaan Kerja (Sub-968),Persentase / Jam / Tingkat Kasus,76.89
METRIC-0969,Governance,Rasio Gaji Eksekutif (Sub-969),Skor Indeks / Persentase / Sertifikasi,84.36
METRIC-0970,Governance,Independensi Dewan Komisaris (Sub-970),Skor Indeks / Persentase / Sertifikasi,82.18
METRIC-0971,Social,Turnover Karyawan (Sub-971),Persentase / Jam / Tingkat Kasus,96.19
METRIC-0972,Social,Rasio Kesetaraan Gender (Sub-972),Persentase / Jam / Tingkat Kasus,70.96
METRIC-0973,Social,Tingkat Kecelakaan Kerja (Sub-973),Persentase / Jam / Tingkat Kasus,96.88
METRIC-0974,Governance,Independensi Dewan Komisaris (Sub-974),Skor Indeks / Persentase / Sertifikasi,89.56
METRIC-0975,Governance,Rasio Gaji Eksekutif (Sub-975),Skor Indeks / Persentase / Sertifikasi,92.13
METRIC-0976,Governance,Sertifikasi Anti-Korupsi (Sub-976),Skor Indeks / Persentase / Sertifikasi,70.08
METRIC-0977,Environmental,Emisi GRK Scope 1 (Sub-977),Ton CO2e / M3 / MWh,88.85
METRIC-0978,Governance,Audit Keamanan Siber (Sub-978),Skor Indeks / Persentase / Sertifikasi,87.65
METRIC-0979,Governance,Rasio Gaji Eksekutif (Sub-979),Skor Indeks / Persentase / Sertifikasi,86.12
METRIC-0980,Environmental,Efisiensi Energi (Sub-980),Ton CO2e / M3 / MWh,93.58
METRIC-0981,Environmental,Pengelolaan Limbah B3 (Sub-981),Ton CO2e / M3 / MWh,86.68
METRIC-0982,Environmental,Konsumsi Air Bersih (Sub-982),Ton CO2e / M3 / MWh,95.71
METRIC-0983,Environmental,Efisiensi Energi (Sub-983),Ton CO2e / M3 / MWh,76.98
METRIC-0984,Environmental,Intensitas Karbon (Sub-984),Ton CO2e / M3 / MWh,94.18
METRIC-0985,Environmental,Efisiensi Energi (Sub-985),Ton CO2e / M3 / MWh,75.38
METRIC-0986,Social,Turnover Karyawan (Sub-986),Persentase / Jam / Tingkat Kasus,94.39
METRIC-0987,Social,Tingkat Kecelakaan Kerja (Sub-987),Persentase / Jam / Tingkat Kasus,98.21
METRIC-0988,Social,Turnover Karyawan (Sub-988),Persentase / Jam / Tingkat Kasus,80.07
METRIC-0989,Social,Hubungan Komunitas Lokal (Sub-989),Persentase / Jam / Tingkat Kasus,85.9
METRIC-0990,Governance,Independensi Dewan Komisaris (Sub-990),Skor Indeks / Persentase / Sertifikasi,89.75
METRIC-0991,Environmental,Pengelolaan Limbah B3 (Sub-991),Ton CO2e / M3 / MWh,72.38
METRIC-0992,Governance,Rasio Gaji Eksekutif (Sub-992),Skor Indeks / Persentase / Sertifikasi,84.82
METRIC-0993,Environmental,Efisiensi Energi (Sub-993),Ton CO2e / M3 / MWh,80.82
METRIC-0994,Environmental,Konsumsi Air Bersih (Sub-994),Ton CO2e / M3 / MWh,96.17
METRIC-0995,Governance,Independensi Dewan Komisaris (Sub-995),Skor Indeks / Persentase / Sertifikasi,96.3
METRIC-0996,Social,Turnover Karyawan (Sub-996),Persentase / Jam / Tingkat Kasus,91.02
METRIC-0997,Governance,Sertifikasi Anti-Korupsi (Sub-997),Skor Indeks / Persentase / Sertifikasi,89.67
METRIC-0998,Governance,Transparansi Pajak (Sub-998),Skor Indeks / Persentase / Sertifikasi,92.01
METRIC-0999,Environmental,Emisi GRK Scope 1 (Sub-999),Ton CO2e / M3 / MWh,80.98
METRIC-1000,Environmental,Pengelolaan Limbah B3 (Sub-1000),Ton CO2e / M3 / MWh,82.14
METRIC-1001,Environmental,Konsumsi Air Bersih (Sub-1001),Ton CO2e / M3 / MWh,86.61
METRIC-1002,Social,Tingkat Kecelakaan Kerja (Sub-1002),Persentase / Jam / Tingkat Kasus,98.14
METRIC-1003,Governance,Transparansi Pajak (Sub-1003),Skor Indeks / Persentase / Sertifikasi,91.72
METRIC-1004,Governance,Rasio Gaji Eksekutif (Sub-1004),Skor Indeks / Persentase / Sertifikasi,86.53
METRIC-1005,Social,Turnover Karyawan (Sub-1005),Persentase / Jam / Tingkat Kasus,93.11
METRIC-1006,Governance,Sertifikasi Anti-Korupsi (Sub-1006),Skor Indeks / Persentase / Sertifikasi,81.13
METRIC-1007,Governance,Audit Keamanan Siber (Sub-1007),Skor Indeks / Persentase / Sertifikasi,91.91
METRIC-1008,Environmental,Emisi GRK Scope 1 (Sub-1008),Ton CO2e / M3 / MWh,82.32
METRIC-1009,Social,Pelatihan Karyawan (Jam) (Sub-1009),Persentase / Jam / Tingkat Kasus,78.39
METRIC-1010,Environmental,Emisi GRK Scope 1 (Sub-1010),Ton CO2e / M3 / MWh,88.29
METRIC-1011,Social,Hubungan Komunitas Lokal (Sub-1011),Persentase / Jam / Tingkat Kasus,90.61
METRIC-1012,Environmental,Intensitas Karbon (Sub-1012),Ton CO2e / M3 / MWh,83.78
METRIC-1013,Governance,Transparansi Pajak (Sub-1013),Skor Indeks / Persentase / Sertifikasi,86.97
METRIC-1014,Social,Pelatihan Karyawan (Jam) (Sub-1014),Persentase / Jam / Tingkat Kasus,90.82
METRIC-1015,Social,Tingkat Kecelakaan Kerja (Sub-1015),Persentase / Jam / Tingkat Kasus,93.03
METRIC-1016,Environmental,Emisi GRK Scope 1 (Sub-1016),Ton CO2e / M3 / MWh,96.87
METRIC-1017,Social,Tingkat Kecelakaan Kerja (Sub-1017),Persentase / Jam / Tingkat Kasus,80.64
METRIC-1018,Governance,Transparansi Pajak (Sub-1018),Skor Indeks / Persentase / Sertifikasi,98.54
METRIC-1019,Governance,Rasio Gaji Eksekutif (Sub-1019),Skor Indeks / Persentase / Sertifikasi,89.12
METRIC-1020,Governance,Rasio Gaji Eksekutif (Sub-1020),Skor Indeks / Persentase / Sertifikasi,93.63
METRIC-1021,Environmental,Intensitas Karbon (Sub-1021),Ton CO2e / M3 / MWh,90.99
METRIC-1022,Social,Rasio Kesetaraan Gender (Sub-1022),Persentase / Jam / Tingkat Kasus,76.17
METRIC-1023,Environmental,Pengelolaan Limbah B3 (Sub-1023),Ton CO2e / M3 / MWh,72.14
METRIC-1024,Governance,Rasio Gaji Eksekutif (Sub-1024),Skor Indeks / Persentase / Sertifikasi,91.79
METRIC-1025,Social,Turnover Karyawan (Sub-1025),Persentase / Jam / Tingkat Kasus,85.33
METRIC-1026,Governance,Sertifikasi Anti-Korupsi (Sub-1026),Skor Indeks / Persentase / Sertifikasi,91.07
METRIC-1027,Social,Turnover Karyawan (Sub-1027),Persentase / Jam / Tingkat Kasus,84.31
METRIC-1028,Social,Tingkat Kecelakaan Kerja (Sub-1028),Persentase / Jam / Tingkat Kasus,79.37
METRIC-1029,Environmental,Konsumsi Air Bersih (Sub-1029),Ton CO2e / M3 / MWh,78.55
METRIC-1030,Social,Hubungan Komunitas Lokal (Sub-1030),Persentase / Jam / Tingkat Kasus,91.92
METRIC-1031,Governance,Rasio Gaji Eksekutif (Sub-1031),Skor Indeks / Persentase / Sertifikasi,78.3
METRIC-1032,Social,Turnover Karyawan (Sub-1032),Persentase / Jam / Tingkat Kasus,91.44
METRIC-1033,Governance,Audit Keamanan Siber (Sub-1033),Skor Indeks / Persentase / Sertifikasi,81.52
METRIC-1034,Environmental,Emisi GRK Scope 1 (Sub-1034),Ton CO2e / M3 / MWh,93.13
METRIC-1035,Governance,Transparansi Pajak (Sub-1035),Skor Indeks / Persentase / Sertifikasi,74.28
METRIC-1036,Social,Turnover Karyawan (Sub-1036),Persentase / Jam / Tingkat Kasus,76.15
METRIC-1037,Governance,Sertifikasi Anti-Korupsi (Sub-1037),Skor Indeks / Persentase / Sertifikasi,90.58
METRIC-1038,Governance,Independensi Dewan Komisaris (Sub-1038),Skor Indeks / Persentase / Sertifikasi,86.81
METRIC-1039,Social,Turnover Karyawan (Sub-1039),Persentase / Jam / Tingkat Kasus,76.12
METRIC-1040,Governance,Rasio Gaji Eksekutif (Sub-1040),Skor Indeks / Persentase / Sertifikasi,97.08
METRIC-1041,Social,Turnover Karyawan (Sub-1041),Persentase / Jam / Tingkat Kasus,78.28
METRIC-1042,Environmental,Pengelolaan Limbah B3 (Sub-1042),Ton CO2e / M3 / MWh,82.63
METRIC-1043,Governance,Rasio Gaji Eksekutif (Sub-1043),Skor Indeks / Persentase / Sertifikasi,76.07
METRIC-1044,Environmental,Konsumsi Air Bersih (Sub-1044),Ton CO2e / M3 / MWh,81.64
METRIC-1045,Governance,Transparansi Pajak (Sub-1045),Skor Indeks / Persentase / Sertifikasi,84.75
METRIC-1046,Governance,Audit Keamanan Siber (Sub-1046),Skor Indeks / Persentase / Sertifikasi,78.86
METRIC-1047,Environmental,Intensitas Karbon (Sub-1047),Ton CO2e / M3 / MWh,93.07
METRIC-1048,Governance,Sertifikasi Anti-Korupsi (Sub-1048),Skor Indeks / Persentase / Sertifikasi,81.82
METRIC-1049,Governance,Independensi Dewan Komisaris (Sub-1049),Skor Indeks / Persentase / Sertifikasi,91.89
METRIC-1050,Environmental,Emisi GRK Scope 1 (Sub-1050),Ton CO2e / M3 / MWh,76.21
METRIC-1051,Governance,Audit Keamanan Siber (Sub-1051),Skor Indeks / Persentase / Sertifikasi,81.31
METRIC-1052,Social,Tingkat Kecelakaan Kerja (Sub-1052),Persentase / Jam / Tingkat Kasus,70.24
METRIC-1053,Governance,Sertifikasi Anti-Korupsi (Sub-1053),Skor Indeks / Persentase / Sertifikasi,92.76
METRIC-1054,Governance,Independensi Dewan Komisaris (Sub-1054),Skor Indeks / Persentase / Sertifikasi,88.78
METRIC-1055,Governance,Audit Keamanan Siber (Sub-1055),Skor Indeks / Persentase / Sertifikasi,94.53
METRIC-1056,Environmental,Konsumsi Air Bersih (Sub-1056),Ton CO2e / M3 / MWh,83.67
METRIC-1057,Social,Tingkat Kecelakaan Kerja (Sub-1057),Persentase / Jam / Tingkat Kasus,93.99
METRIC-1058,Social,Tingkat Kecelakaan Kerja (Sub-1058),Persentase / Jam / Tingkat Kasus,89.43
METRIC-1059,Governance,Rasio Gaji Eksekutif (Sub-1059),Skor Indeks / Persentase / Sertifikasi,70.11
METRIC-1060,Environmental,Konsumsi Air Bersih (Sub-1060),Ton CO2e / M3 / MWh,77.61
METRIC-1061,Environmental,Intensitas Karbon (Sub-1061),Ton CO2e / M3 / MWh,84.82
METRIC-1062,Social,Pelatihan Karyawan (Jam) (Sub-1062),Persentase / Jam / Tingkat Kasus,88.56
METRIC-1063,Environmental,Intensitas Karbon (Sub-1063),Ton CO2e / M3 / MWh,71.97
METRIC-1064,Governance,Transparansi Pajak (Sub-1064),Skor Indeks / Persentase / Sertifikasi,91.15
METRIC-1065,Governance,Sertifikasi Anti-Korupsi (Sub-1065),Skor Indeks / Persentase / Sertifikasi,86.31
METRIC-1066,Environmental,Emisi GRK Scope 1 (Sub-1066),Ton CO2e / M3 / MWh,85.77
METRIC-1067,Governance,Independensi Dewan Komisaris (Sub-1067),Skor Indeks / Persentase / Sertifikasi,78.76
METRIC-1068,Social,Turnover Karyawan (Sub-1068),Persentase / Jam / Tingkat Kasus,87.84
METRIC-1069,Governance,Sertifikasi Anti-Korupsi (Sub-1069),Skor Indeks / Persentase / Sertifikasi,70.82
METRIC-1070,Environmental,Intensitas Karbon (Sub-1070),Ton CO2e / M3 / MWh,71.94
METRIC-1071,Social,Pelatihan Karyawan (Jam) (Sub-1071),Persentase / Jam / Tingkat Kasus,92.02
METRIC-1072,Governance,Sertifikasi Anti-Korupsi (Sub-1072),Skor Indeks / Persentase / Sertifikasi,79.66
METRIC-1073,Social,Turnover Karyawan (Sub-1073),Persentase / Jam / Tingkat Kasus,80.41
METRIC-1074,Environmental,Efisiensi Energi (Sub-1074),Ton CO2e / M3 / MWh,76.25
METRIC-1075,Governance,Transparansi Pajak (Sub-1075),Skor Indeks / Persentase / Sertifikasi,83.37
METRIC-1076,Governance,Sertifikasi Anti-Korupsi (Sub-1076),Skor Indeks / Persentase / Sertifikasi,71.56
METRIC-1077,Social,Pelatihan Karyawan (Jam) (Sub-1077),Persentase / Jam / Tingkat Kasus,79.01
METRIC-1078,Governance,Audit Keamanan Siber (Sub-1078),Skor Indeks / Persentase / Sertifikasi,85.81
METRIC-1079,Governance,Independensi Dewan Komisaris (Sub-1079),Skor Indeks / Persentase / Sertifikasi,83.97
METRIC-1080,Governance,Rasio Gaji Eksekutif (Sub-1080),Skor Indeks / Persentase / Sertifikasi,99.99
METRIC-1081,Governance,Sertifikasi Anti-Korupsi (Sub-1081),Skor Indeks / Persentase / Sertifikasi,81.66
METRIC-1082,Environmental,Pengelolaan Limbah B3 (Sub-1082),Ton CO2e / M3 / MWh,81.61
METRIC-1083,Governance,Sertifikasi Anti-Korupsi (Sub-1083),Skor Indeks / Persentase / Sertifikasi,85.11
METRIC-1084,Social,Turnover Karyawan (Sub-1084),Persentase / Jam / Tingkat Kasus,75.71
METRIC-1085,Environmental,Intensitas Karbon (Sub-1085),Ton CO2e / M3 / MWh,96.29
METRIC-1086,Social,Pelatihan Karyawan (Jam) (Sub-1086),Persentase / Jam / Tingkat Kasus,87.17
METRIC-1087,Social,Turnover Karyawan (Sub-1087),Persentase / Jam / Tingkat Kasus,75.76
METRIC-1088,Social,Turnover Karyawan (Sub-1088),Persentase / Jam / Tingkat Kasus,93.8
METRIC-1089,Environmental,Efisiensi Energi (Sub-1089),Ton CO2e / M3 / MWh,71.03
METRIC-1090,Environmental,Emisi GRK Scope 1 (Sub-1090),Ton CO2e / M3 / MWh,99.48
METRIC-1091,Environmental,Efisiensi Energi (Sub-1091),Ton CO2e / M3 / MWh,95.95
METRIC-1092,Governance,Independensi Dewan Komisaris (Sub-1092),Skor Indeks / Persentase / Sertifikasi,87.39
METRIC-1093,Social,Turnover Karyawan (Sub-1093),Persentase / Jam / Tingkat Kasus,73.34
METRIC-1094,Environmental,Emisi GRK Scope 1 (Sub-1094),Ton CO2e / M3 / MWh,76.46
METRIC-1095,Social,Turnover Karyawan (Sub-1095),Persentase / Jam / Tingkat Kasus,78.38
METRIC-1096,Environmental,Emisi GRK Scope 1 (Sub-1096),Ton CO2e / M3 / MWh,77.23
METRIC-1097,Environmental,Emisi GRK Scope 1 (Sub-1097),Ton CO2e / M3 / MWh,84.93
METRIC-1098,Environmental,Efisiensi Energi (Sub-1098),Ton CO2e / M3 / MWh,98.34
METRIC-1099,Social,Rasio Kesetaraan Gender (Sub-1099),Persentase / Jam / Tingkat Kasus,83.33
METRIC-1100,Governance,Audit Keamanan Siber (Sub-1100),Skor Indeks / Persentase / Sertifikasi,89.85
METRIC-1101,Environmental,Efisiensi Energi (Sub-1101),Ton CO2e / M3 / MWh,90.66
METRIC-1102,Environmental,Emisi GRK Scope 1 (Sub-1102),Ton CO2e / M3 / MWh,96.15
METRIC-1103,Environmental,Efisiensi Energi (Sub-1103),Ton CO2e / M3 / MWh,71.01
METRIC-1104,Governance,Rasio Gaji Eksekutif (Sub-1104),Skor Indeks / Persentase / Sertifikasi,82.13
METRIC-1105,Social,Pelatihan Karyawan (Jam) (Sub-1105),Persentase / Jam / Tingkat Kasus,93.54
